Sentence #,Word,POS,Tag
Sentence 482,NNP,Alert,O
,NNP,DeepBlueMagic,B-M
,VBZ,is,O
,DT,a,O
,NN,ransomware,O
,WDT,that,O
,VBZ,has,O
,JJ,unique,O
,NNS,characteristics,O
,WDT,that,O
,VBP,make,O
,PRP,it,O
,RB,apart,O
,IN,from,O
,DT,the,O
,JJ,common,O
,NN,ransomware,O
,.,.,O
,',',O
Sentence 483,``,``,O
,NNP,Alert,O
,NNP,PERDAK,B-M
,VBZ,is,O
,DT,a,O
,JJ,malicious,O
,NN,program,O
,WDT,that,O
,VBZ,belongs,O
,TO,to,O
,DT,the,O
,NNP,Phobos,B-M
,NN,ransomware,I-M
,NN,group,O
,.,.,O
,',',O
Sentence 484,NNP,Alert,O
,NNP,StealthWorker,B-M
,VBZ,is,O
,DT,a,O
,JJ,malware,O
,NN,family,O
,WDT,that,O
,VBZ,has,O
,RB,recently,O
,VBN,targeted,O
,JJ,network-attached,B-INF
,NN,storage,I-INF
,(,(,I-INF
,NNP,NAS,I-INF
,),),I-INF
,NNS,devices,I-INF
,TO,to,O
,VB,make,O
,DT,a,O
,NN,botnet,B-M
,NN,network,I-M
,.,.,O
,',',O
Sentence 485,NNP,Alert,O
,NNP,FlyTrap,B-M
,VBZ,is,I-M
,DT,an,I-M
,JJ,Android-based,I-M
,NN,malware,I-M
,WDT,that,O
,MD,can,O
,VB,hijack,B-AP
,NNP,Facebook,I-AP
,NNS,accounts,I-AP
,.,.,O
,DT,This,O
,NN,threat,O
,VBZ,has,O
,VBN,been,O
,VBN,discovered,O
,RB,recently,O
,.,.,O
Sentence 486,``,``,O
,NNP,Alert,O
,NNP,Cinobi,B-M
,NN,malware,I-M
,VBZ,is,O
,JJ,capable,O
,IN,of,O
,VBG,stealing,B-AP
,NN,banking,I-AP
,NNS,credentials,I-AP
,.,.,O
,RB,Recently,O
,",",",",O
,DT,an,O
,JJ,upgraded,O
,NN,version,O
,IN,of,O
,DT,this,O
,NN,trojan,O
,VBD,was,O
,VBN,spotted,O
,.,.,O
,',',O
Sentence 487,``,``,O
,NNP,Alert,O
,NNP,LEAKS,B-M
,NN,ransomware,I-M
,NNS,encrypts,B-AP
,NNS,data,I-AP
,CC,and,I-AP
,RB,then,I-AP
,VBZ,demands,I-AP
,NN,ransom,I-AP
,IN,for,I-AP
,DT,the,I-AP
,NN,recovery,I-AP
,IN,of,I-AP
,DT,the,I-AP
,NN,data,I-AP
,.,.,O
,',',O
Sentence 488,NNP,Alert,O
,NNP,Brunhilda,B-M
,VBZ,is,O
,DT,a,O
,JJ,dropper,O
,NN,service,O
,WDT,that,O
,VBZ,uses,O
,DT,the,O
,NNP,Play,B-INF
,NNP,Store,I-INF
,TO,to,O
,VB,spread,B-AP
,NN,banking,I-AP
,NN,malware,I-AP
,.,.,O
,RB,Recently,O
,",",",",O
,PRP,it,O
,VBD,was,O
,VBN,used,O
,TO,to,O
,VB,spread,O
,NNP,Vultur,B-M
,NN,malware,I-M
,.,.,O
Sentence 489,NNP,Alert,O
,NNP,Thor,B-M
,VBZ,is,I-M
,DT,a,I-M
,JJ,Remote,I-M
,NNP,Access,I-M
,NNP,Tool,I-M
,(,(,O
,NNP,RAT,O
,),),O
,CC,and,O
,VBD,rebranded,O
,NN,code,O
,IN,of,O
,NNP,PlugX,B-M
,NN,malware,I-M
,.,.,O
,IN,In,O
,NNP,March,O
,",",",",O
,PRP,it,O
,VBD,was,O
,VBN,used,O
,IN,in,O
,NNS,attacks,O
,VBN,aimed,O
,IN,at,O
,NNP,Exchange,I-ID
,NNP,Server,B-ID
,.,.,O
Sentence 490,NNP,Alert,O
,NNP,Vultur,B-M
,NNP,malware,I-M
,NNS,targets,O
,VBP,android,B-ID
,NNS,users,B-ID
,.,.,O
,PRP,It,O
,VBZ,uses,O
,DT,the,O
,NNP,VNC,B-INF
,NN,tech,I-INF
,TO,to,O
,NN,recording,B-AP
,CC,and,I-AP
,VBG,broadcasting,I-AP
,DT,a,I-AP
,NNS,victims,I-AP
,POS,,I-AP
,NN,device,I-AP
,NN,activity,I-AP
,.,.,O
Sentence 491,VB,Alert,O
,NNP,A,O
,NN,vulnerability,O
,VBZ,has,O
,VBN,been,O
,VBN,reported,O
,IN,in,O
,NNP,Linux,B-ID
,NNP,Kernel,I-ID
,WDT,which,O
,MD,could,O
,VB,allow,O
,DT,a,O
,JJ,malicious,O
,NN,user,O
,TO,to,O
,RB,potentially,O
,VB,enable,B-AP
,DT,the,I-AP
,NN,escalation,I-AP
,IN,of,I-AP
,NNS,privileges,I-AP
,CC,and,I-AP
,NN,gain,I-AP
,VBD,elevated,I-AP
,NNS,privileges,I-AP
,IN,on,O
,DT,the,O
,JJ,targeted,O
,NNS,systems,O
,IN,via,O
,JJ,local,O
,NN,access,O
,.,.,O
Sentence 492,``,``,O
,NNP,Alert,O
,NNP,PJobRAT,B-M
,VBZ,is,I-M
,JJ,android,I-M
,NN,spyware,I-M
,IN,that,O
,RB,mainly,O
,NNS,targets,O
,JJ,Indian,B-ID
,NNP,Military,I-ID
,NNS,personnel,I-ID
,.,.,O
,DT,This,O
,NN,spyware,O
,VBZ,has,O
,VBN,been,O
,VBN,discovered,O
,RB,recently,O
Sentence 493,NNP,Alert,O
,NNP,Crackonosh,B-M
,VBZ,is,I-M
,DT,a,I-M
,JJ,cryptocurrency-mining,I-M
,NN,malware,I-M
,WDT,that,O
,VBZ,abuses,B-AP
,NNP,Windows,I-AP
,NNP,Safe,I-AP
,NN,mode,I-AP
,.,.,O
,PRP,It,O
,VBZ,has,O
,VBN,been,O
,VBN,discovered,O
,TO,to,O
,VB,be,O
,JJ,active,O
,RB,recently,O
,.,.,O
Sentence 494,NNP,Alert,O
,NNP,BlackCocaine,B-M
,VBZ,is,I-M
,JJ,ransomware,I-M
,IN,that,O
,VBN,written,O
,IN,in,O
,DT,the,O
,NNP,Go,B-INF
,JJ,programming,I-INF
,NN,language,I-INF
,.,.,O
,RB,Recently,O
,",",",",O
,PRP,it,O
,VBZ,has,O
,VBN,targeted,O
,DT,an,O
,JJ,India-based,B-ID
,NNP,IT,I-ID
,NN,firm,I-ID
Sentence 495,NNP,Alert,O
,NNP,BloodBank,B-M
,VBZ,is,I-M
,DT,a,I-M
,JJ,credential,I-M
,NN,theft,I-M
,NN,utility,I-M
,VBN,used,O
,IN,by,O
,DT,a,O
,NN,threat,O
,NN,actor,O
,VBD,tracked,O
,IN,as,O
,NNP,UNC2630,B-TA
,.,.,O
,RB,Recently,O
,",",",",O
,DT,the,O
,NN,group,O
,VBZ,has,O
,VBN,compromised,O
,NNP,Pulse,B-ID
,NNP,Secure,I-ID
,NNS,devices,I-ID
,.,.,O
Sentence 496,NNP,Alert,O
,NNP,Qlocker,B-M
,VBZ,is,I-M
,JJ,ransomware,I-M
,IN,that,O
,VBZ,operates,O
,IN,by,O
,VBG,rendering,B-AP
,NNS,data,I-AP
,JJ,inaccessible,I-AP
,CC,and,I-AP
,VBZ,asks,I-AP
,IN,for,I-AP
,NN,ransom,I-AP
,.,.,O
,PRP,It,O
,VBZ,has,O
,VBN,been,O
,VBN,spotted,O
,RB,recently,O
,.,.,O
Sentence 497,NNP,Alert,O
,NNP,FatalRAT,B-M
,VBZ,is,I-M
,NNP,RAT,I-M
,WDT,that,O
,VBZ,allows,O
,PRP$,its,O
,NNS,users,O
,TO,to,O
,VB,remotely,B-AP
,VB,control,I-AP
,DT,the,I-AP
,JJ,infected,I-AP
,NN,computer,I-AP
,CC,and,I-AP
,JJ,other,I-AP
,NNS,operations,I-AP
,.,.,O
,DT,This,O
,NNP,RAT,O
,VBZ,has,O
,VBN,been,O
,VBN,discovered,O
,RB,recently,O
,.,.,O
Sentence 498,NNP,Alert,O
,NNP,Snip3,B-M
,VBZ,is,I-M
,DT,a,I-M
,RB,highly,I-M
,JJ,sophisticated,I-M
,NNP,Crypter-as-a-Service,I-M
,(,(,I-M
,NNP,CaaS,I-M
,),),O
,WDT,that,O
,VBZ,has,O
,VBN,been,O
,VBN,discovered,O
,VBG,delivering,B-AP
,JJ,various,I-AP
,NNP,RAT,I-AP
,NNS,families,I-AP
,IN,onto,O
,VBN,targeted,O
,NNS,systems,O
,.,.,O
Sentence 499,NNP,Alert,O
,NNP,BRATA,B-M
,VBZ,is,I-M
,DT,a,I-M
,NNP,RAT,I-M
,WDT,that,O
,VBZ,is,O
,VBN,developed,O
,TO,to,O
,VB,target,O
,NNP,Android,B-ID
,VBG,operating,I-ID
,JJ,systems-based,I-ID
,NNS,devices,I-ID
,.,.,O
,DT,The,O
,NNP,RAT,O
,VBZ,has,O
,VBN,been,O
,VBN,discovered,O
,RB,recently,O
,.,.,O
Sentence 500,NNP,Alert,B-M
,NNP,Flubot,I-M
,VBZ,is,I-M
,JJ,spyware,I-M
,IN,that,O
,VBD,targeted,O
,NNP,Android,B-ID
,NNS,phones,I-ID
,CC,and,O
,NNS,devices,O
,DT,all,O
,IN,over,O
,DT,the,O
,NNP,U.K,B-L
,.,.,O
,DT,The,O
,NN,spyware,O
,VBZ,has,O
,VBN,been,O
,JJ,active,O
,CC,and,O
,NN,spreading,O
,.,.,O
Sentence 501,NNP,Alert,O
,NNP,ToxicEye,B-M
,VBZ,is,I-M
,DT,a,I-M
,JJ,remote,I-M
,NN,access,I-M
,NN,trojan,I-M
,WDT,that,O
,VBZ,exploits,
,DT,the,O
,NNP,Telegram,B-INF
,NN,service,I-INF
,TO,to,O
,VB,maintain,B-AP
,NN,control,I-AP
,.,.,O
,RB,Recently,O
,",",",",O
,PRP,it,O
,VBZ,has,O
,VBN,been,O
,VBN,observed,O
,IN,in,O
,DT,the,O
,NN,wild,O
,.,.,O
Sentence 502,NNP,Alert,O
,NNP,FickerStealer,B-M
,VBZ,is,I-M
,DT,an,I-M
,JJ,info,I-M
,NN,stealer,I-M
,NN,malware,I-M
,VBN,offered,O
,IN,as,O
,DT,a,O
,NNP,MaaS,O
,IN,on,O
,JJ,underground,O
,NN,hacker,O
,NNS,forums,O
,.,.,O
,RB,Recently,O
,",",",",O
,PRP,it,O
,VBZ,has,O
,VBN,been,O
,VBN,spotted,O
,IN,in,O
,DT,an,O
,NN,attack,O
,NN,campaign,O
